Accession,pvalue,log2FC,Gene,Label
Q9NQH7,0.009664853,-0.524031527,XPNPEP3,NO
Q9NQP4,0.285340471,-0.084087006,PFDN4,NO
Q9NQR4,0.000223258,-0.839306208,NIT2,NO
Q9NQS1,0.005899737,0.357050198,AVEN,NO
Q9NQS7,0.137356535,-0.117778386,INCENP,NO
Q9NQT4,0.003907895,0.158140494,EXOSC5,NO
Q9NQT5,0.003415496,0.338958069,EXOSC3,NO
Q9NQV6,0.005431169,-0.394348684,PRDM10,NO
Q9NQW6,0.005599686,1.026382297,ANLN,NO
Q9NQW7-3,0.003378955,0.598995027,XPNPEP1,NO
Q9NQX3,0.087846527,-0.207534738,GPHN,NO
Q9NQX4,0.002065428,-1.065519148,MYO5C,NO
Q9NQX7,0.017499903,0.592794544,ITM2C,NO
Q9NQZ2,0.012912727,-0.442077389,UTP3,NO
Q9NQZ5,0.09806963,-0.10322637,STARD7,NO
Q9NR09,0.17197125,0.107690775,BIRC6,NO
Q9NR12,0.002023272,0.814617314,PDLIM7,NO
Q9NR19,0.056839354,-0.382539312,ACSS2,NO
Q9NR28,0.001146534,-0.633533894,DIABLO,NO
Q9NR30,0.19883877,-0.080343076,DDX21,NO
Q9NR31,0.001737754,0.503867008,SAR1A,NO
Q9NR33,0.004265424,-0.758565629,POLE4,NO
Q9NR45,0.044594661,-0.237666377,NANS,NO
Q9NR48,0.002676903,-1.087661304,ASH1L,NO
Q9NR50,0.004891022,0.520093205,EIF2B3,NO
Q9NR77,0.00429371,-0.92094014,PXMP2,NO
Q9NRA0,0.287907462,0.118754652,SPHK2,NO
Q9NRC8,0.196459284,0.129392336,SIRT7,NO
Q9NRD1,0.30934966,-0.19045603,FBXO6,NO
Q9NRD5,0.009747371,-0.597964137,PICK1,NO
Q9NRF8,0.017583599,-0.659784481,CTPS2,NO
Q9NRF9,0.161238331,-0.093737057,POLE3,NO
Q9NRG0,0.017282227,0.388926141,CHRAC1,NO
Q9NRG1,0.004363809,1.512047878,PRTFDC1,NO
Q9NRG4,0.327662154,-0.108006617,SMYD2,NO
Q9NRG7,0.100554192,-0.128723362,SDR39U1,NO
Q9NRG9,0.002515969,0.299099394,AAAS,NO
Q9NRH1,0.874304807,-0.024980451,YAE1,NO
Q9NRK6,0.015600533,-0.387475201,ABCB10,NO
Q9NRL2,0.034451872,-0.26362001,BAZ1A,NO
Q9NRL3,0.019103174,0.14959359,STRN4,NO
Q9NRN7,0.00143317,1.745920517,AASDHPPT,NO
Q9NRP2,0.010234829,-1.283704891,CMC2,NO
Q9NRP7,0.008365856,-1.571984226,STK36,NO
Q9NRR3,0.014202976,-0.728537754,CDC42SE2,NO
Q9NRR4,0.008058513,-0.278325734,DROSHA,NO
Q9NRR5,0.003103024,-0.437352289,UBQLN4,NO
Q9NRS6,0.002159736,0.781112602,SNX15,NO
Q9NRV9,0.004545704,-0.162490751,HEBP1,NO
Q9NRW1,0.004317642,0.754926446,RAB6B,NO
Q9NRW7,0.001397247,-0.958969234,VPS45,NO
Q9NRX1,0.413325678,-0.032712117,PNO1,NO
Q9NRX2,0.062863292,-0.300123469,MRPL17,NO
Q9NRX4,0.007754013,1.052524871,PHPT1,NO
Q9NRX5,0.000333879,0.684241371,SERINC1,NO
Q9NRY2,0.269047296,-0.091078628,INIP,NO
Q9NRY4,0.065078817,-0.208993319,ARHGAP35,NO
Q9NRY5,0.000545797,0.857116328,FAM114A2,NO
Q9NRY6,0.011118038,0.338959662,PLSCR3,NO
Q9NRZ7,0.005479863,-1.224331107,AGPAT3,NO
Q9NRZ9,0.000829027,-0.36173571,HELLS,NO
Q9NS00,0.060477699,0.218330275,C1GALT1,NO
Q9NS56,0.008720325,-0.471711205,TOPORS,NO
Q9NS69,0.011921665,0.255040459,TOMM22,NO
Q9NS86,0.031416911,0.350638413,LANCL2,NO
Q9NS87,0.009495206,0.41043615,KIF15,NO
Q9NS91,0.001320985,0.439508598,RAD18,NO
Q9NS93,0.001886491,-0.660674264,TM7SF3,NO
Q9NSA3,0.009483684,-1.716117631,CTNNBIP1,NO
Q9NSC5,0.123006036,-0.093447149,HOMER3,NO
Q9NSD9,0.031917151,0.291136693,FARSB,NO
Q9NSE4,0.002280531,-0.688358988,IARS2,NO
Q9NSI2,0.003520097,-0.573091442,SLX9,NO
Q9NSI6-2,0.001698563,-1.35314857,BRWD1,NO
Q9NSK0,0.006265716,-0.239824529,KLC4,NO
Q9NSU2-1,0.000716425,1.195938768,TREX1,NO
Q9NSV4,0.000333879,1.338208331,DIAPH3,NO
Q9NSY1,0.001364547,0.688306502,BMP2K,NO
Q9NT62,0.005314855,0.669208569,ATG3,NO
Q9NTI5,0.024260116,-0.303390964,PDS5B,NO
Q9NTJ3,0.532945623,0.030816824,SMC4,NO
Q9NTJ4,0.868503736,-0.02201869,MAN2C1,NO
Q9NTK5,0.009664853,0.426563524,OLA1,NO
Q9NTM9,0.059838605,0.402691697,CUTC,NO
Q9NTN3,0.029026918,-0.52362703,SLC35D1,NO
Q9NTW7,0.005139669,0.580509481,ZFP64,NO
Q9NTW7-5,0.053211744,-0.218808265,ZFP64,NO
Q9NTX5,0.006164243,0.308107518,ECHDC1,NO
Q9NTZ6,0.002035347,0.43301998,RBM12,NO
Q9NU19,0.156175511,0.263558506,TBC1D22B,NO
Q9NU22,0.004875427,0.315242911,MDN1,NO
Q9NU23,0.172222143,0.140356416,LYRM2,NO
Q9NU53,0.561912844,-0.069502425,GINM1,NO
Q9NUA8,0.001641362,-0.751442108,ZBTB40,NO
Q9NUB1,0.502672744,-0.064754232,ACSS1,NO
Q9NUD5,0.004403493,0.830646423,ZCCHC3,NO
Q9NUE0,0.015129279,-0.212281202,ZDHHC18,NO
Q9NUG6,0.001918123,0.394644194,PDRG1,NO
Q9NUI1,0.058079545,-0.202061667,DECR2,NO
Q9NUJ1,0.000836861,0.801340366,ABHD10,NO
Q9NUJ3,0.052476009,0.339770106,TCP11L1,NO
Q9NUL5,0.013692502,-0.303855957,SHFL,NO
Q9NUL7,0.864145583,0.00921713,DDX28,NO
Q9NUM3,0.086428791,-0.673417317,SLC39A9,NO
Q9NUM4,0.008260522,0.293197023,TMEM106B,NO
Q9NUN5,0.282024478,-0.079153928,LMBRD1,NO
Q9NUP1,0.009565935,0.65268976,BLOC1S4,NO
Q9NUP9,0.002985136,-0.293289449,LIN7C,NO
Q9NUQ2,0.010922508,-0.466898968,AGPAT5,NO
Q9NUQ3,0.001789823,0.454137096,TXLNG,NO
Q9NUQ6,0.001191889,0.629432513,SPATS2L,NO
Q9NUQ6-2,0.631207352,0.03202097,SPATS2L,NO
Q9NUQ7,0.779740823,0.011730669,UFSP2,NO
Q9NUQ8,0.139207099,0.111828477,ABCF3,NO
Q9NUQ9,0.00263499,1.177125725,CYRIB,NO
Q9NUS5,0.024743816,0.228926648,AP5S1,NO
Q9NUT2,0.001396677,0.33438806,ABCB8,NO
Q9NUU6,0.018420364,0.73125616,OTULINL,NO
Q9NUU7,0.175917235,0.143675753,DDX19A,NO
Q9NUY8,0.005303331,-0.260524184,TBC1D23,NO
Q9NV31,0.02285293,-0.171265876,IMP3,NO
Q9NV35,0.00207797,1.142018231,NUDT15,NO
Q9NV56,0.011358908,-0.222340728,MRGBP,NO
Q9NV66,0.011418771,-0.80808049,TYW1,NO
Q9NV70,0.288502502,0.047595218,EXOC1,NO
Q9NV88,0.004905144,-0.44947517,INTS9,NO
Q9NV96,0.055839453,0.076339332,TMEM30A,NO
Q9NVA1,0.002703417,0.541329233,UQCC1,NO
Q9NVA4,0.020063158,0.439278253,TMEM184C,NO
Q9NVC3,0.092876389,0.297693827,SLC38A7,NO
Q9NVC6,0.006904376,0.370925504,MED17,NO
Q9NVE7,0.003799038,0.413207645,PANK4,NO
Q9NVF7,0.006605763,-0.597413996,FBXO28,NO
Q9NVG8,0.002974964,1.356735253,TBC1D13,NO
Q9NVH0,0.009864926,-0.576460171,EXD2,NO
Q9NVH1,0.061132704,-0.207820941,DNAJC11,NO
Q9NVH2,0.759206236,0.008577484,INTS7,NO
Q9NVH6,0.006223085,-1.423744941,TMLHE,NO
Q9NVI1,0.28495139,-0.044921441,FANCI,NO
Q9NVI7-2,0.021446124,0.211189347,ATAD3A,NO
Q9NVJ2,0.153927041,0.093139952,ARL8B,NO
Q9NVK5,0.962967459,0.004376385,FGFR1OP2,NO
Q9NVM6,0.000462013,0.943036853,DNAJC17,NO
Q9NVM9,0.007081942,-0.275332055,INTS13,NO
Q9NVN3-1,0.002336937,1.213098127,RIC8B,NO
Q9NVP1,0.004007951,0.337388457,DDX18,NO
Q9NVP2,0.511667279,0.08054075,ASF1B,NO
Q9NVR0,0.100130921,0.140610307,KLHL11,NO
Q9NVR2,0.030792783,-0.302992279,INTS10,NO
Q9NVR5,0.011622099,0.469264262,DNAAF2,NO
Q9NVS2,0.015063473,-0.455792652,MRPS18A,NO
Q9NVS9,0.537646204,-0.03227058,PNPO,NO
Q9NVT9,0.072011885,0.221482017,ARMC1,NO
Q9NVU7,0.011922115,0.384183562,SDAD1,NO
Q9NVV0,0.014103362,-0.3826297,TMEM38B,NO
Q9NVV4,0.168623214,-0.109309298,MTPAP,NO
Q9NVX0,0.018233687,0.501482587,HAUS2,NO
Q9NVX2,0.003003666,0.486751021,NLE1,NO
Q9NVZ3,0.004379491,0.631096236,NECAP2,NO
Q9NW08,0.011638891,0.116193387,POLR3B,NO
Q9NW13,0.009152385,-0.947751445,RBM28,NO
Q9NW15,0.003340714,-1.070153468,ANO10,NO
Q9NW64,0.907873907,-0.005546624,RBM22,NO
Q9NW68,0.025234513,0.301035099,BSDC1,NO
Q9NW75,0.065040683,-0.235357428,GPATCH2,NO
Q9NW81,0.14337223,-0.068436367,DMAC2,NO
Q9NW82,0.076821933,-0.04282191,WDR70,NO
Q9NWA0,0.5663789,-0.062873611,MED9,NO
Q9NWB6,0.017587382,-0.415161912,ARGLU1,NO
Q9NWB7,0.123047337,0.108964763,IFT57,NO
Q9NWD8,0.029027876,0.758184533,TMEM248,NO
Q9NWF9,0.285340471,0.108979933,RNF216,NO
Q9NWH9,0.015323883,-0.460932024,SLTM,NO
Q9NWK9,0.007827927,0.337072017,ZNHIT6,NO
Q9NWM8,0.000767995,1.610521558,FKBP14,NO
Q9NWQ9,0.008475497,0.59446709,C14orf119,NO
Q9NWR8,0.028719854,-0.351537567,MCUB,NO
Q9NWS0,0.008676893,0.438095483,PIH1D1,NO
Q9NWS8,0.006140259,-0.931309018,RMND1,NO
Q9NWS9,0.015141075,-0.616565305,ZNF446,NO
Q9NWT1,0.001489369,0.429845287,PAK1IP1,NO
Q9NWT6,0.043811259,-0.332376074,HIF1AN,NO
Q9NWT8,0.008260296,-0.71983284,AURKAIP1,NO
Q9NWU1,0.002230844,-0.498322164,OXSM,NO
Q9NWU2,0.269657009,-0.074947254,GID8,NO
Q9NWU5,0.024611462,-0.248375281,MRPL22,NO
Q9NWV4,0.30095382,0.081765679,CZIB,NO
Q9NWV8,0.052387087,-0.067800728,BABAM1,NO
Q9NWX5,0.001531518,1.186288973,ASB6,NO
Q9NWX6,0.003103024,0.759277502,THG1L,NO
Q9NWY4,0.03271521,0.178691773,HPF1,NO
Q9NWZ5,0.169151794,-0.189387593,UCKL1,NO
Q9NWZ8,0.002415188,-0.64957657,GEMIN8,NO
Q9NX00,0.006520803,-0.588443788,TMEM160,NO
Q9NX05,0.009924687,-0.598611557,FAM120C,NO
Q9NX07,0.018360273,0.410992294,TRNAU1AP,NO
Q9NX08,0.5108218,0.049688876,COMMD8,NO
Q9NX14,0.008889375,-0.293225387,NDUFB11,NO
Q9NX18,0.001425354,-2.02097702,SDHAF2,NO
Q9NX20,0.015948422,-0.45581746,MRPL16,NO
Q9NX24,0.856282455,-0.008099662,NHP2,NO
Q9NX38,0.002279706,0.400788039,ABITRAM,NO
Q9NX40,0.276831502,-0.062306531,OCIAD1,NO
Q9NX46,0.001747265,0.38218404,ADPRS,NO
Q9NX47,0.046379553,-0.165517465,MARCHF5,NO
Q9NX55,0.003961018,0.508131901,HYPK,NO
Q9NX58,0.021386798,0.226753767,LYAR,NO
Q9NX61,0.127581931,-0.101213953,TMEM161A,NO
Q9NX62,0.004729504,-1.037102865,BPNT2,NO
Q9NX74,0.001346882,-0.434367201,DUS2,NO
Q9NX76,0.092374449,-0.184457158,CMTM6,NO
Q9NX78,0.175571495,0.603295572,TMEM260,NO
Q9NXA8,0.647208589,-0.033912793,SIRT5,NO
Q9NXB9,0.005608653,-1.643754412,ELOVL2,NO
Q9NXC5,0.993556312,-0.000826128,MIOS,NO
Q9NXD2,0.109278825,0.279780192,MTMR10,NO
Q9NXE4,0.117523844,0.064882231,SMPD4,NO
Q9NXE8,0.390391425,-0.069711782,CWC25,NO
Q9NXF1,0.732618042,-0.016930001,TEX10,NO
Q9NXF7,0.000734548,1.14082582,DCAF16,NO
Q9NXG0,0.000624436,1.037746517,CNTLN,NO
Q9NXG2,0.011418551,0.368173481,THUMPD1,NO
Q9NXG6,0.004954238,-0.472794871,P4HTM,NO
Q9NXH8,0.000319444,1.216205106,TOR4A,NO
Q9NXH9,0.002275882,0.624879662,TRMT1,NO
Q9NXK8,0.377908206,0.207624205,FBXL12,NO
Q9NXN4,0.048081082,-0.460249221,GDAP2,NO
Q9NXR1-1,0.005587977,0.38876396,NDE1,NO
Q9NXR7,0.102623942,-0.20838102,BABAM2,NO
Q9NXR8,0.007499597,-0.462266591,ING3,NO
Q9NXS2,0.068990877,-0.275399041,QPCTL,NO
Q9NXU5,0.08903813,-0.303562637,ARL15,NO
Q9NXV2,0.031141265,0.206135485,KCTD5,NO
Q9NXV6,0.216106168,0.055128662,CDKN2AIP,NO
Q9NXW2,0.011020287,-0.703366772,DNAJB12,NO
Q9NXW9,0.027012205,-0.477357125,ALKBH4,NO
Q9NXX6,0.005512452,-0.281958794,NSMCE4A,NO
Q9NY12,0.14176067,0.114098759,GAR1,NO
Q9NY27,0.010961854,-0.653150334,PPP4R2,NO
Q9NY93,0.022068208,-0.260189728,DDX56,NO
Q9NY97,0.074024565,0.349085152,B3GNT2,NO
Q9NYB0,0.000333879,-0.580336111,TERF2IP,NO
Q9NYB9,0.075480898,-0.11738023,ABI2,NO
Q9NYH9,0.307460367,-0.084914851,UTP6,NO
Q9NYJ1,0.425783905,-0.096901284,COA4,NO
Q9NYK5,0.004898447,-0.523175483,MRPL39,NO
Q9NYL2,0.001543601,1.119129966,MAP3K20,NO
Q9NYL9,0.003583794,0.264966734,TMOD3,NO
Q9NYM9,0.013602241,-0.263030855,BET1L,NO
Q9NYP7,0.00928198,-1.455030231,ELOVL5,NO
Q9NYP9,0.011457638,-0.797587483,MIS18A,NO
Q9NYS0,0.115452061,0.238336807,NKIRAS1,NO
Q9NYT0,0.043970727,0.767085857,PLEK2,NO
Q9NYU1,0.008957895,0.44088846,UGGT2,NO
Q9NYU2,0.009286495,-0.488020076,UGGT1,NO
Q9NYV4,0.058457089,0.083792797,CDK12,NO
Q9NYV6,0.054599793,0.311506549,RRN3,NO
Q9NYY8,0.003437551,-0.801804785,FASTKD2,NO
Q9NYZ3,0.015693768,0.586307403,GTSE1,NO
Q9NZ01,0.008453739,-0.650454746,TECR,NO
Q9NZ08,0.007359328,-0.904854353,ERAP1,NO
Q9NZ32,0.051610024,0.145563087,ACTR10,NO
Q9NZ43,0.057168449,-0.200663748,USE1,NO
Q9NZ45,0.088964281,-0.167421022,CISD1,NO
Q9NZ52,0.786216215,0.011201658,GGA3,NO
Q9NZ56,0.000776614,2.30168317,FMN2,NO
Q9NZ63,0.699494366,-0.018583477,C9orf78,NO
Q9NZ71,0.092369599,0.202322641,RTEL1,NO
Q9NZB2,0.000864193,-1.016373322,FAM120A,NO
Q9NZB8,0.534309685,0.107274388,MOCS1,NO
Q9NZC3,0.008624543,-0.24088525,GDE1,NO
Q9NZC7,0.005534086,-1.383598111,WWOX,NO
Q9NZC9,0.247705226,0.151117634,SMARCAL1,NO
Q9NZD2,0.051903313,-0.241526796,GLTP,NO
Q9NZD8,0.311365712,-0.194101833,SPG21,NO
Q9NZE8,0.048995231,-0.380951065,MRPL35,NO
Q9NZI5,0.107462946,0.387756156,GRHL1,NO
Q9NZI7,0.039969433,-0.311668988,UBP1,NO
Q9NZI8,0.000545797,2.382638931,IGF2BP1,NO
Q9NZJ0,0.006948193,-0.833384872,DTL,NO
Q9NZJ5,0.057851584,-0.241732368,EIF2AK3,NO
Q9NZJ6,0.001636911,-0.697993797,COQ3,NO
Q9NZJ7,0.578613091,-0.035928861,MTCH1,NO
Q9NZJ9-2,0.034960756,-0.484895797,NUDT4,NO
Q9NZL4,0.165561762,-0.158208809,HSPBP1,NO
Q9NZL9,0.002599193,0.553855894,MAT2B,NO
Q9NZM1-6,0.002129112,0.308991906,MYOF,NO
Q9NZM3,0.001512825,0.270763593,ITSN2,NO
Q9NZM5,0.007563242,0.31036019,NOP53,NO
Q9NZN4,0.00089583,1.612820874,EHD2,NO
Q9NZN5-2,0.009723449,0.508822347,ARHGEF12,NO
Q9NZQ3,0.009309685,0.348365424,NCKIPSD,NO
Q9NZQ7,0.001320985,1.187353967,CD274,NO
Q9NZT1,0.324896925,0.235863813,CALML5,NO
Q9NZT2,0.005138412,-0.315233157,OGFR,NO
Q9NZU5,0.000689215,0.714207811,LMCD1,NO
Q9NZV5,0.063626056,-0.192305762,SELENON,NO
Q9NZW5,0.004110844,0.239261961,PALS2,NO
Q9NZZ3,0.177095556,0.131740452,CHMP5,NO
Q9P000,0.155636079,0.325672424,COMMD9,NO
Q9P003,0.245017667,0.09217606,CNIH4,NO
Q9P013,0.844664136,-0.012870795,CWC15,NO
Q9P015,0.020736336,-0.188845545,MRPL15,NO
Q9P016,0.000601422,0.648983752,THYN1,NO
Q9P031,0.007532509,-0.511724509,CCDC59,NO
Q9P032,0.022551765,0.242954111,NDUFAF4,NO
Q9P035,0.068785584,-0.132762915,HACD3,NO
Q9P086,0.001098857,0.592699021,MED11,NO
Q9P0I2,0.007941594,-0.466603304,EMC3,NO
Q9P0J0,0.527832845,-0.039301188,NDUFA13,NO
Q9P0J1,7.64E-05,0.504231377,PDP1,NO
Q9P0J7,0.013364624,0.378611727,KCMF1,NO
Q9P0K7,0.000161727,1.08424418,RAI14,NO
Q9P0L0,0.024320935,0.127275348,VAPA,NO
Q9P0M6,0.010302482,-1.007988706,MACROH2A2,NO
Q9P0N9,0.074096273,0.637836807,TBC1D7,NO
Q9P0P0,0.011540758,-0.884735181,RNF181,NO
Q9P0P8,0.006483649,-1.104449044,MTRES1,NO
Q9P0R6,0.274061369,-0.193726848,GSKIP,NO
Q9P0T7,0.014847212,-0.339499882,TMEM9,NO
Q9P0U1,0.843880532,-0.021907975,TOMM7,NO
Q9P0U3,0.052640366,-0.209667359,SENP1,NO
Q9P0U4,0.038739323,-0.288841302,CXXC1,NO
Q9P0V3,0.13033403,-0.078919994,SH3BP4,NO
Q9P0V9,0.00105204,1.495443017,SEPTIN10,NO
Q9P0W2,0.000462013,-1.503198694,HMG20B,NO
Q9P107,0.010702117,-0.363338194,GMIP,NO
Q9P1Y5,0.00148441,-0.91142026,CAMSAP3,NO
Q9P1Z2,0.004472615,0.38433105,CALCOCO1,NO
Q9P203,0.003943993,1.001899681,BTBD7,NO
Q9P206-2,0.759396883,-0.012331953,KIAA1522,NO
Q9P215,0.63124552,-0.037386643,POGK,NO
Q9P219,0.11826991,0.278949535,CCDC88C,NO
Q9P253,0.015094295,0.320015043,VPS18,NO
Q9P258,0.013763993,-0.794528842,RCC2,NO
Q9P260,0.138352423,0.094994062,RELCH,NO
Q9P265,0.056784057,-0.410585089,DIP2B,NO
Q9P270,0.00348867,0.836786643,SLAIN2,NO
Q9P275,0.027344644,-0.145193213,USP36,NO
Q9P287,0.001592052,1.013851352,BCCIP,NO
Q9P291,0.001239302,0.835057095,ARMCX1,NO
Q9P2B2,0.005557953,-1.155204398,PTGFRN,NO
Q9P2B4,0.000161727,0.886206007,CTTNBP2NL,NO
Q9P2D0,0.979218926,0.00129555,IBTK,NO
Q9P2D1,0.03497315,-0.194603509,CHD7,NO
Q9P2D3,0.140764738,-0.178029964,HEATR5B,NO
Q9P2E3,0.434266198,0.029427106,ZNFX1,NO
Q9P2E5,0.09242278,0.153384084,CHPF2,NO
Q9P2E9,0.423797295,-0.036881834,RRBP1,NO
Q9P2G1,0.003593403,-0.546976293,ANKIB1,NO
Q9P2H3-3,0.03415521,0.190449991,IFT80,NO
Q9P2I0,0.015107912,-0.143631005,CPSF2,NO
Q9P2K2,0.049223759,-0.382559012,TXNDC16,NO
Q9P2K3-3,0.001346882,-0.927759311,RCOR3,NO
Q9P2K8,0.020381691,0.765860407,EIF2AK4,NO
Q9P2L0,0.000506975,0.75822849,WDR35,NO
Q9P2M7,0.001655148,-1.489592444,CGN,NO
Q9P2N5,0.002739833,-0.18964312,RBM27,NO
Q9P2N6-3,0.014348103,-0.28680896,KANSL3,NO
Q9P2N7,0.008908707,0.359591437,KLHL13,NO
Q9P2Q2,0.017384726,-0.612796168,FRMD4A,NO
Q9P2R3,0.004167584,0.492589468,ANKFY1,NO
Q9P2R6,0.024861174,-0.564005527,RERE,NO
Q9P2W1,0.01317306,0.545758774,PSMC3IP,NO
Q9P2W9,0.00641113,-0.227311396,STX18,NO
Q9P2X0,0.014533477,-0.510059485,DPM3,NO
Q9P2Y4,0.885401968,0.023740083,ZNF219,NO
Q9UBB4,0.000912445,0.80032578,ATXN10,NO
Q9UBB5,0.015802779,-0.395160212,MBD2,NO
Q9UBB6,0.085288591,0.299546956,NCDN,NO
Q9UBB9,0.019497592,-0.180435554,TFIP11,NO
Q9UBC1,0.222766584,-0.095999992,NFKBIL1,NO
Q9UBC2,0.009808519,-0.14177437,EPS15L1,NO
Q9UBC3,0.027532747,-0.41365633,DNMT3B,NO
Q9UBD5,0.029523582,-0.264553419,ORC3,NO
Q9UBE0,0.117914811,0.184343813,SAE1,NO
Q9UBF2,0.058882083,-0.183332047,COPG2,NO
Q9UBF8-2,0.100501671,-0.191880726,PI4KB,NO
Q9UBG0,0.004781515,2.039442536,MRC2,NO
Q9UBH6,0.001630061,-0.629514365,XPR1,NO
Q9UBI6,0.003234482,1.167504066,GNG12,NO
Q9UBK8-1,0.00076114,1.014272643,MTRR,NO
Q9UBK9,0.003860152,1.231317834,UXT,NO
Q9UBL3,0.02311894,-0.281618017,ASH2L,NO
Q9UBN7,0.304116755,0.121518073,HDAC6,NO
Q9UBP0,0.556524621,0.013658181,SPAST,NO
Q9UBP6,0.71355461,-0.02852261,METTL1,NO
Q9UBP9,0.002279706,0.568788564,GULP1,NO
Q9UBQ5,0.010712937,0.444953162,EIF3K,NO
Q9UBQ7,0.009927929,0.420529775,GRHPR,NO
Q9UBR2,0.002806004,1.216120461,CTSZ,NO
Q9UBS0,0.529700502,0.076201977,RPS6KB2,NO
Q9UBS4,0.018242089,-0.207790684,DNAJB11,NO
Q9UBS8,0.075619375,0.180616984,RNF14,NO
Q9UBT2,0.154899468,0.161619957,UBA2,NO
Q9UBT7,0.018543603,0.326876878,CTNNAL1,NO
Q9UBU6,0.000415105,-1.042945192,FAM8A1,NO
Q9UBU7,0.013205855,0.652202053,DBF4,NO
Q9UBU9,0.009944994,-0.172109355,NXF1,NO
Q9UBV2,0.002336591,-0.564976818,SEL1L,NO
Q9UBV8,0.026610395,-0.340467366,PEF1,NO
Q9UBW7,0.001005811,-0.716805089,ZMYM2,NO
Q9UBW8,0.126661098,-0.130325945,COPS7A,NO
Q9UBX3,0.008062726,-0.97272481,SLC25A10,NO
Q9UBZ9,0.010540326,-0.679918649,REV1,NO
Q9UDR5,0.000415105,1.444978224,AASS,NO
Q9UDT6,0.001322436,1.376561123,CLIP2,NO
Q9UDW1,0.112729104,-0.114239415,UQCR10,NO
Q9UDX5,0.012990658,0.296882707,MTFP1,NO
Q9UDY2,0.056871792,-0.100412965,TJP2,NO
Q9UDY4,0.004019781,1.574539574,DNAJB4,NO
Q9UEE9,0.009434573,-0.756291396,CFDP1,NO
Q9UER7,0.002253003,0.346024664,DAXX,NO
Q9UET6,0.055594883,0.168082743,FTSJ1,NO
Q9UEU0,0.022322415,-0.132797845,VTI1B,NO
Q9UEW8,0.011145249,-0.611531366,STK39,NO
Q9UEY8,0.000375545,0.997606513,ADD3,NO
Q9UF56,0.00155067,-0.707933407,FBXL17,NO
Q9UFC0,0.000469813,-0.398221827,LRWD1,NO
Q9UFF9,0.263847294,0.149813333,CNOT8,NO
Q9UFG5,0.145679443,-0.091021964,C19orf25,NO
Q9UFN0,0.011001569,-0.321260918,NIPSNAP3A,NO
Q9UFW8,0.08298542,0.095296638,CGGBP1,NO
Q9UG56,0.023206642,0.14019859,PISD,NO
Q9UG63,0.003161857,0.308811289,ABCF2,NO
Q9UGC7,0.01383886,0.496813301,MTRF1L,NO
Q9UGI8,0.001050883,1.226245604,TES,NO
Q9UGK3,0.007982745,-0.58128879,STAP2,NO
Q9UGM3,0.482050185,0.209565964,DMBT1,NO
Q9UGM6,0.001268421,0.602040379,WARS2,NO
Q9UGP8,0.019533431,-0.239055071,SEC63,NO
Q9UGQ3,0.18533648,0.144392331,SLC2A6,NO
Q9UGR2,0.010895533,0.157860019,ZC3H7B,NO
Q9UGT4,0.04676658,-0.559684503,SUSD2,NO
Q9UGU0,0.471607963,0.049262157,TCF20,NO
Q9UGU5,0.031416911,0.116922011,HMGXB4,NO
Q9UH17,0.013995428,-0.172588571,APOBEC3B,NO
Q9UH62,0.006804112,0.182930706,ARMCX3,NO
Q9UH65,0.001150004,1.010742928,SWAP70,NO
Q9UH99,0.072763052,-0.300775861,SUN2,NO
Q9UHA3,0.01656065,0.303922602,RSL24D1,NO
Q9UHA4,0.014415085,-0.330617922,LAMTOR3,NO
Q9UHB4,0.002460964,0.458168718,NDOR1,NO
Q9UHB6,0.000347068,1.973817966,LIMA1,NO
Q9UHB7,0.080728295,-0.137656665,AFF4,NO
Q9UHB9,0.00319915,0.298352569,SRP68,NO
Q9UHD1,0.002459459,1.598610401,CHORDC1,NO
Q9UHD8,0.034331737,-0.316154851,SEPTIN9,NO
Q9UHD9,0.402028923,0.143369672,UBQLN2,NO
Q9UHF7,0.003379212,-1.329143675,TRPS1,NO
Q9UHG2,0.000578046,-0.916768326,PCSK1N,NO
Q9UHG3,0.002346402,-0.79920314,PCYOX1,NO
Q9UHI6,0.007704619,0.459250592,DDX20,NO
Q9UHJ3,0.750567122,0.054194991,SFMBT1,NO
Q9UHK6,0.023708003,0.262825619,AMACR,NO
Q9UHL4,0.322099498,-0.043271789,DPP7,NO
Q9UHN1,0.183790718,-0.068427408,POLG2,NO
Q9UHN6,0.000745237,0.788853189,CEMIP2,NO
Q9UHP3,0.002230898,0.645973112,USP25,NO
Q9UHQ9,0.004866091,-0.814076164,CYB5R1,NO
Q9UHR4,0.066995913,-0.042037649,BAIAP2L1,NO
Q9UHR5,0.009818581,-0.151502235,SAP30BP,NO
Q9UHR6,0.00085095,0.839887506,ZNHIT2,NO
Q9UHV7,0.001912707,-0.407877704,MED13,NO
Q9UHV9,0.027532747,0.327763817,PFDN2,NO
Q9UHW5,0.312970887,-0.0632167,GPN3,NO
Q9UHW9-2,0.005029486,1.112158151,SLC12A6,NO
Q9UHY1,0.380797065,-0.082339103,NRBP1,NO
Q9UHY7,0.324143999,-0.118258612,ENOPH1,NO
Q9UI08,0.00143317,-1.529277998,EVL,NO
Q9UI09,0.089263942,-0.106403574,NDUFA12,NO
Q9UI10,0.03188998,0.704208751,EIF2B4,NO
Q9UI10-3,0.002586728,0.453688155,EIF2B4,NO
Q9UI12,0.012642766,0.415142658,ATP6V1H,NO
Q9UI14,0.018610048,-0.228002272,RABAC1,NO
